label,key,description,condition,category,technique,track_type,organism,strain,haplotype,first_author,pubmed_id
Rai_TetO_ZCF26_2_HapA_alignments,Rai et al strain TetO_ZCF26 (biol rep 2; hap A) alignments,"Aligned strand-specific single-end reads, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_TetO_ZCF26_2_HapA_coverage,Rai et al strain TetO_ZCF26 (biol rep 2; hap A) coverage,"Read coverage, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_TetO_ZCF26_2_HapA_density,Rai et al strain TetO_ZCF26 (biol rep 2; hap A) density,"Read density, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_TetO_ZCF26_3_HapA_alignments,Rai et al strain TetO_ZCF26 (biol rep 3; hap A) alignments,"Aligned strand-specific single-end reads, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_TetO_ZCF26_3_HapA_coverage,Rai et al strain TetO_ZCF26 (biol rep 3; hap A) coverage,"Read coverage, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_TetO_ZCF26_3_HapA_density,Rai et al strain TetO_ZCF26 (biol rep 3; hap A) density,"Read density, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_zcf15_1_HapA_alignments,Rai et al strain zcf15 (biol rep 1; hap A) alignments,"Aligned strand-specific single-end reads, zcf15 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_1_HapA_coverage,Rai et al strain zcf15 (biol rep 1; hap A) coverage,"Read coverage, zcf15 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_1_HapA_density,Rai et al strain zcf15 (biol rep 1; hap A) density,"Read density, zcf15 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_2_HapA_alignments,Rai et al strain zcf15 (biol rep 2; hap A) alignments,"Aligned strand-specific single-end reads, zcf15 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_2_HapA_coverage,Rai et al strain zcf15 (biol rep 2; hap A) coverage,"Read coverage, zcf15 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_2_HapA_density,Rai et al strain zcf15 (biol rep 2; hap A) density,"Read density, zcf15 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_3_HapA_alignments,Rai et al strain zcf15 (biol rep 3; hap A) alignments,"Aligned strand-specific single-end reads, zcf15 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_3_HapA_coverage,Rai et al strain zcf15 (biol rep 3; hap A) coverage,"Read coverage, zcf15 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf15_3_HapA_density,Rai et al strain zcf15 (biol rep 3; hap A) density,"Read density, zcf15 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF15_null,A,Rai,38905306
Rai_zcf26_1_HapA_alignments,Rai et al strain zcf26 (biol rep 1; hap A) alignments,"Aligned strand-specific single-end reads, zcf26 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_1_HapA_coverage,Rai et al strain zcf26 (biol rep 1; hap A) coverage,"Read coverage, zcf26 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_1_HapA_density,Rai et al strain zcf26 (biol rep 1; hap A) density,"Read density, zcf26 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_2_HapA_alignments,Rai et al strain zcf26 (biol rep 2; hap A) alignments,"Aligned strand-specific single-end reads, zcf26 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_2_HapA_coverage,Rai et al strain zcf26 (biol rep 2; hap A) coverage,"Read coverage, zcf26 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_2_HapA_density,Rai et al strain zcf26 (biol rep 2; hap A) density,"Read density, zcf26 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_3_HapA_alignments,Rai et al strain zcf26 (biol rep 3; hap A) alignments,"Aligned strand-specific single-end reads, zcf26 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_3_HapA_coverage,Rai et al strain zcf26 (biol rep 3; hap A) coverage,"Read coverage, zcf26 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_zcf26_3_HapA_density,Rai et al strain zcf26 (biol rep 3; hap A) density,"Read density, zcf26 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF26_null,A,Rai,38905306
Rai_CEC4665_1_HapB_alignments,Rai et al strain CEC4665 (biol rep 1; hap B) alignments,"Aligned strand-specific single-end reads, CEC4665 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_1_HapB_coverage,Rai et al strain CEC4665 (biol rep 1; hap B) coverage,"Read coverage, CEC4665 control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_1_HapB_density,Rai et al strain CEC4665 (biol rep 1; hap B) density,"Read density, CEC4665 control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_2_HapB_alignments,Rai et al strain CEC4665 (biol rep 2; hap B) alignments,"Aligned strand-specific single-end reads, CEC4665 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_2_HapB_coverage,Rai et al strain CEC4665 (biol rep 2; hap B) coverage,"Read coverage, CEC4665 control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_2_HapB_density,Rai et al strain CEC4665 (biol rep 2; hap B) density,"Read density, CEC4665 control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_3_HapB_alignments,Rai et al strain CEC4665 (biol rep 3; hap B) alignments,"Aligned strand-specific single-end reads, CEC4665 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_3_HapB_coverage,Rai et al strain CEC4665 (biol rep 3; hap B) coverage,"Read coverage, CEC4665 control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,CEC4665,B,Rai,38905306
Rai_CEC4665_3_HapB_density,Rai et al strain CEC4665 (biol rep 3; hap B) density,"Read density, CEC4665 control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,CEC4665,B,Rai,38905306
Rai_SN152_1_HapB_alignments,Rai et al strain SN152 (biol rep 1; hap B) alignments,"Aligned strand-specific single-end reads, SN152 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_1_HapB_coverage,Rai et al strain SN152 (biol rep 1; hap B) coverage,"Read coverage, SN152  control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_1_HapB_density,Rai et al strain SN152 (biol rep 1; hap B) density,"Read density, SN152  control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_2_HapB_alignments,Rai et al strain SN152 (biol rep 2; hap B) alignments,"Aligned strand-specific single-end reads, SN152 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_2_HapB_coverage,Rai et al strain SN152 (biol rep 2; hap B) coverage,"Read coverage, SN152  control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_2_HapB_density,Rai et al strain SN152 (biol rep 2; hap B) density,"Read density, SN152  control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_3_HapB_alignments,Rai et al strain SN152 (biol rep 3; hap B) alignments,"Aligned strand-specific single-end reads, SN152 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_3_HapB_coverage,Rai et al strain SN152 (biol rep 3; hap B) coverage,"Read coverage, SN152  control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,SN152,B,Rai,38905306
Rai_SN152_3_HapB_density,Rai et al strain SN152 (biol rep 3; hap B) density,"Read density, SN152  control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,SN152,B,Rai,38905306
Rai_TetO_ZCF15_1_HapB_alignments,Rai et al strain TetO_ZCF15 (biol rep 1; hap B) alignments,"Aligned strand-specific single-end reads, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_1_HapB_coverage,Rai et al strain TetO_ZCF15 (biol rep 1; hap B) coverage,"Read coverage, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_1_HapB_density,Rai et al strain TetO_ZCF15 (biol rep 1; hap B) density,"Read density, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_2_HapB_alignments,Rai et al strain TetO_ZCF15 (biol rep 2; hap B) alignments,"Aligned strand-specific single-end reads, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_2_HapB_coverage,Rai et al strain TetO_ZCF15 (biol rep 2; hap B) coverage,"Read coverage, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_2_HapB_density,Rai et al strain TetO_ZCF15 (biol rep 2; hap B) density,"Read density, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_3_HapB_alignments,Rai et al strain TetO_ZCF15 (biol rep 3; hap B) alignments,"Aligned strand-specific single-end reads, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_3_HapB_coverage,Rai et al strain TetO_ZCF15 (biol rep 3; hap B) coverage,"Read coverage, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF15_3_HapB_density,Rai et al strain TetO_ZCF15 (biol rep 3; hap B) density,"Read density, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF15,B,Rai,38905306
Rai_TetO_ZCF26_1_HapB_alignments,Rai et al strain TetO_ZCF26 (biol rep 1; hap B) alignments,"Aligned strand-specific single-end reads, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_1_HapB_coverage,Rai et al strain TetO_ZCF26 (biol rep 1; hap B) coverage,"Read coverage, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_1_HapB_density,Rai et al strain TetO_ZCF26 (biol rep 1; hap B) density,"Read density, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_2_HapB_alignments,Rai et al strain TetO_ZCF26 (biol rep 2; hap B) alignments,"Aligned strand-specific single-end reads, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_2_HapB_coverage,Rai et al strain TetO_ZCF26 (biol rep 2; hap B) coverage,"Read coverage, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_2_HapB_density,Rai et al strain TetO_ZCF26 (biol rep 2; hap B) density,"Read density, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_3_HapB_alignments,Rai et al strain TetO_ZCF26 (biol rep 3; hap B) alignments,"Aligned strand-specific single-end reads, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_3_HapB_coverage,Rai et al strain TetO_ZCF26 (biol rep 3; hap B) coverage,"Read coverage, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_TetO_ZCF26_3_HapB_density,Rai et al strain TetO_ZCF26 (biol rep 3; hap B) density,"Read density, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF26,B,Rai,38905306
Rai_ZCF15_null_1_HapB_alignments,Rai et al strain zcf15 (biol rep 1; hap B) alignments,"Aligned strand-specific single-end reads, zcf15 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_1_HapB_coverage,Rai et al strain zcf15 (biol rep 1; hap B) coverage,"Read coverage, zcf15 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_1_HapB_density,Rai et al strain zcf15 (biol rep 1; hap B) density,"Read density, zcf15 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_2_HapB_alignments,Rai et al strain zcf15 (biol rep 2; hap B) alignments,"Aligned strand-specific single-end reads, zcf15 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_2_HapB_coverage,Rai et al strain zcf15 (biol rep 2; hap B) coverage,"Read coverage, zcf15 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_2_HapB_density,Rai et al strain zcf15 (biol rep 2; hap B) density,"Read density, zcf15 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_3_HapB_alignments,Rai et al strain zcf15 (biol rep 3; hap B) alignments,"Aligned strand-specific single-end reads, zcf15 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_3_HapB_coverage,Rai et al strain zcf15 (biol rep 3; hap B) coverage,"Read coverage, zcf15 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF15_null_3_HapB_density,Rai et al strain zcf15 (biol rep 3; hap B) density,"Read density, zcf15 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF15_null,B,Rai,38905306
Rai_ZCF26_null_1_HapB_alignments,Rai et al strain zcf26 (biol rep 1; hap B) alignments,"Aligned strand-specific single-end reads, zcf26 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_1_HapB_coverage,Rai et al strain zcf26 (biol rep 1; hap B) coverage,"Read coverage, zcf26 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_1_HapB_density,Rai et al strain zcf26 (biol rep 1; hap B) density,"Read density, zcf26 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_2_HapB_alignments,Rai et al strain zcf26 (biol rep 2; hap B) alignments,"Aligned strand-specific single-end reads, zcf26 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_2_HapB_coverage,Rai et al strain zcf26 (biol rep 2; hap B) coverage,"Read coverage, zcf26 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_2_HapB_density,Rai et al strain zcf26 (biol rep 2; hap B) density,"Read density, zcf26 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_3_HapB_alignments,Rai et al strain zcf26 (biol rep 3; hap B) alignments,"Aligned strand-specific single-end reads, zcf26 null",null mutant,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_3_HapB_coverage,Rai et al strain zcf26 (biol rep 3; hap B) coverage,"Read coverage, zcf26 null",null mutant,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,ZCF26_null,B,Rai,38905306
Rai_ZCF26_null_3_HapB_density,Rai et al strain zcf26 (biol rep 3; hap B) density,"Read density, zcf26 null",null mutant,Gene Expression,RNA-Seq,Density plot,Candida albicans,ZCF26_null,B,Rai,38905306
,,,,,,,,,,,
Zhang_MMS_3_HapA_alignments,Zhang et al methyl methanesulfonate (biol rep 3; hap A) alignments,"Aligned non-strand-specific paired-end reads, MMS",MMS,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_3_HapA_coverage,Zhang et al methyl methanesulfonate (biol rep 3; hap A) coverage,"Read coverage, MMS",MMS,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_3_HapA_density,Zhang et al methyl methanesulfonate (biol rep 3; hap A) density,"Read density, MMS",MMS,Gene Expression,RNA-Seq,density,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_2_HapA_alignments,Zhang et al methyl methanesulfonate (biol rep 2; hap A) alignments,"Aligned non-strand-specific paired-end reads, MMS",MMS,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_2_HapA_coverage,Zhang et al methyl methanesulfonate (biol rep 2; hap A) coverage,"Read coverage, MMS",MMS,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_2_HapA_density,Zhang et al methyl methanesulfonate (biol rep 2; hap A) density,"Read density, MMS",MMS,Gene Expression,RNA-Seq,density,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_1_HapA_alignments,Zhang et al methyl methanesulfonate (biol rep 1; hap A) alignments,"Aligned non-strand-specific paired-end reads, MMS",MMS,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_1_HapA_coverage,Zhang et al methyl methanesulfonate (biol rep 1; hap A) coverage,"Read coverage, MMS",MMS,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_1_HapA_density,Zhang et al methyl methanesulfonate (biol rep 1; hap A) density,"Read density, MMS",MMS,Gene Expression,RNA-Seq,density,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_3_HapA_alignments,Zhang et al control (biol rep 3; hap A) alignments,"Aligned non-strand-specific paired-end reads, control",control,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_3_HapA_coverage,Zhang et al control (biol rep 3; hap A) coverage,"Read coverage, control",control,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_3_HapA_density,Zhang et al control (biol rep 3; hap A) density,"Read density, control",control,Gene Expression,RNA-Seq,density,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_2_HapA_alignments,Zhang et al control (biol rep 2; hap A) alignments,"Aligned non-strand-specific paired-end reads, control",control,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_2_HapA_coverage,Zhang et al control (biol rep 2; hap A) coverage,"Read coverage, control",control,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_2_HapA_density,Zhang et al control (biol rep 2; hap A) density,"Read density, control",control,Gene Expression,RNA-Seq,density,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_1_HapA_alignments,Zhang et al control (biol rep 1; hap A) alignments,"Aligned non-strand-specific paired-end reads, control",control,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_1_HapA_coverage,Zhang et al control (biol rep 1; hap A) coverage,"Read coverage, control",control,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,A,Zhang,38921373
Zhang_control_1_HapA_density,Zhang et al control (biol rep 1; hap A) density,"Read density, control",control,Gene Expression,RNA-Seq,density,Candida albicans,SN148,A,Zhang,38921373
Zhang_MMS_3_HapB_alignments,Zhang et al methyl methanesulfonate (biol rep 3; hap B) alignments,"Aligned non-strand-specific paired-end reads, MMS",MMS,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_3_HapB_coverage,Zhang et al methyl methanesulfonate (biol rep 3; hap B) coverage,"Read coverage, MMS",MMS,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_3_HapB_density,Zhang et al methyl methanesulfonate (biol rep 3; hap B) density,"Read density, MMS",MMS,Gene Expression,RNA-Seq,density,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_2_HapB_alignments,Zhang et al methyl methanesulfonate (biol rep 2; hap B) alignments,"Aligned non-strand-specific paired-end reads, MMS",MMS,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_2_HapB_coverage,Zhang et al methyl methanesulfonate (biol rep 2; hap B) coverage,"Read coverage, MMS",MMS,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_2_HapB_density,Zhang et al methyl methanesulfonate (biol rep 2; hap B) density,"Read density, MMS",MMS,Gene Expression,RNA-Seq,density,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_1_HapB_alignments,Zhang et al methyl methanesulfonate (biol rep 1; hap B) alignments,"Aligned non-strand-specific paired-end reads, MMS",MMS,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_1_HapB_coverage,Zhang et al methyl methanesulfonate (biol rep 1; hap B) coverage,"Read coverage, MMS",MMS,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,B,Zhang,38921373
Zhang_MMS_1_HapB_density,Zhang et al methyl methanesulfonate (biol rep 1; hap B) density,"Read density, MMS",MMS,Gene Expression,RNA-Seq,density,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_3_HapB_alignments,Zhang et al control (biol rep 3; hap B) alignments,"Aligned non-strand-specific paired-end reads, control",control,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_3_HapB_coverage,Zhang et al control (biol rep 3; hap B) coverage,"Read coverage, control",control,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_3_HapB_density,Zhang et al control (biol rep 3; hap B) density,"Read density, control",control,Gene Expression,RNA-Seq,density,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_2_HapB_alignments,Zhang et al control (biol rep 2; hap B) alignments,"Aligned non-strand-specific paired-end reads, control",control,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_2_HapB_coverage,Zhang et al control (biol rep 2; hap B) coverage,"Read coverage, control",control,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_2_HapB_density,Zhang et al control (biol rep 2; hap B) density,"Read density, control",control,Gene Expression,RNA-Seq,density,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_1_HapB_alignments,Zhang et al control (biol rep 1; hap B) alignments,"Aligned non-strand-specific paired-end reads, control",control,Gene Expression,RNA-Seq,alignments,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_1_HapB_coverage,Zhang et al control (biol rep 1; hap B) coverage,"Read coverage, control",control,Gene Expression,RNA-Seq,coverage,Candida albicans,SN148,B,Zhang,38921373
Zhang_control_1_HapB_density,Zhang et al control (biol rep 1; hap B) density,"Read density, control",control,Gene Expression,RNA-Seq,density,Candida albicans,SN148,B,Zhang,38921373
